,target
2998,1
2999,2
3000,1
3001,2
3002,1
3003,0
3004,1
3005,2
3006,1
3007,2
3008,1
3009,1
3010,1
3011,1
3012,1
3013,0
3014,1
3015,0
3016,1
3017,1
3018,2
3019,0
3020,1
3021,1
3022,1
3023,1
3024,1
3025,0
3026,2
3027,0
3028,1
3029,1
3030,1
3031,2
3032,1
3033,1
3034,2
3035,2
3036,1
3037,2
3038,1
3039,1
3040,1
3041,2
3042,1
3043,1
3044,0
3045,1
3046,1
3047,1
3048,1
3049,0
3050,1
3051,1
3052,1
3053,1
3054,0
3055,1
3056,1
3057,1
3058,1
3059,2
3060,1
3061,2
3062,1
3063,1
3064,1
3065,1
3066,1
3067,0
3068,1
3069,1
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,1
3078,2
3079,1
3080,2
3081,2
3082,2
3083,1
3084,2
3085,1
3086,1
3087,1
3088,1
3089,1
3090,2
3091,1
3092,1
3093,2
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,0
3101,0
3102,2
3103,0
3104,1
3105,1
3106,1
3107,1
3108,2
3109,1
3110,2
3111,1
3112,2
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,1
3124,1
3125,0
3126,1
3127,1
3128,2
3129,2
3130,1
3131,0
3132,1
3133,1
3134,1
3135,1
3136,1
3137,0
3138,2
3139,2
3140,1
3141,1
3142,2
3143,0
3144,1
3145,1
3146,1
3147,1
3148,1
3149,0
3150,1
3151,1
3152,1
3153,2
3154,1
3155,1
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,2
3164,1
3165,2
3166,1
3167,1
3168,1
3169,1
3170,1
3171,2
3172,1
3173,1
3174,2
3175,1
3176,1
3177,1
3178,0
3179,2
3180,1
3181,1
3182,2
3183,1
3184,1
3185,0
3186,1
3187,2
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,2
3195,2
3196,2
3197,0
3198,1
3199,2
3200,2
3201,1
3202,1
3203,0
3204,1
3205,1
3206,1
3207,2
3208,0
3209,2
3210,1
3211,1
3212,2
3213,1
3214,1
3215,2
3216,1
3217,2
3218,2
3219,1
3220,2
3221,0
3222,1
3223,1
3224,1
3225,1
3226,2
3227,0
3228,1
3229,1
3230,1
3231,2
3232,1
3233,0
3234,1
3235,2
3236,1
3237,1
3238,1
3239,2
3240,1
3241,1
3242,2
3243,1
3244,0
3245,2
3246,1
3247,1
3248,0
3249,1
3250,1
3251,2
3252,1
3253,1
3254,1
3255,1
3256,1
3257,2
3258,1
3259,1
3260,1
3261,2
3262,2
3263,0
3264,2
3265,2
3266,2
3267,1
3268,1
3269,0
3270,2
3271,2
3272,1
3273,1
3274,1
3275,0
3276,1
3277,1
3278,1
3279,1
3280,1
3281,0
3282,1
3283,2
3284,1
3285,1
3286,1
3287,2
3288,1
3289,1
3290,1
3291,1
3292,1
3293,2
3294,2
3295,0
3296,1
3297,1
3298,0
3299,2
3300,2
3301,1
3302,1
3303,1
3304,2
3305,2
3306,2
3307,1
3308,1
3309,1
3310,1
3311,1
3312,0
3313,2
3314,2
3315,1
3316,1
3317,1
3318,0
3319,0
3320,1
3321,1
3322,1
3323,1
3324,2
3325,2
3326,1
3327,1
3328,1
3329,1
3330,2
3331,2
3332,1
3333,1
3334,1
3335,1
3336,1
3337,2
3338,2
3339,0
3340,1
3341,1
3342,0
3343,1
3344,1
3345,1
3346,1
3347,1
3348,2
3349,1
3350,1
3351,1
3352,1
3353,1
3354,2
3355,1
3356,1
3357,1
3358,1
3359,1
3360,0
3361,1
3362,0
3363,2
3364,2
3365,1
3366,0
3367,2
3368,0
3369,1
3370,1
3371,1
3372,2
3373,2
3374,2
3375,2
3376,0
3377,2
3378,0
3379,1
3380,1
3381,1
3382,1
3383,2
3384,2
3385,1
3386,0
3387,0
3388,0
3389,1
3390,2
3391,0
3392,0
3393,1
3394,1
3395,1
3396,0
3397,1
3398,2
3399,0
3400,1
3401,1
3402,2
3403,1
3404,2
3405,1
3406,1
3407,1
3408,2
3409,1
3410,1
3411,1
3412,1
3413,0
3414,2
3415,1
3416,1
3417,1
3418,2
3419,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,0
3426,1
3427,1
3428,1
3429,1
3430,1
3431,2
3432,1
3433,1
3434,0
3435,0
3436,0
3437,2
3438,2
3439,2
3440,1
3441,2
3442,0
3443,1
3444,1
3445,2
3446,0
3447,1
3448,1
3449,2
3450,1
3451,1
3452,1
3453,2
3454,1
3455,0
3456,2
3457,1
3458,1
3459,1
3460,1
3461,1
3462,1
3463,0
3464,1
3465,2
3466,1
3467,1
3468,1
3469,2
3470,1
3471,1
3472,2
3473,1
3474,1
3475,2
3476,1
3477,2
3478,2
3479,1
3480,1
3481,1
3482,1
3483,2
3484,1
3485,2
3486,2
3487,1
3488,1
3489,2
3490,2
3491,1
3492,1
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,0
3500,2
3501,1
3502,1
3503,1
3504,1
3505,0
3506,1
3507,1
3508,1
3509,1
3510,1
3511,0
3512,1
3513,2
3514,2
3515,1
3516,0
3517,2
3518,0
3519,1
3520,1
3521,1
3522,2
3523,1
3524,1
3525,1
3526,1
3527,1
3528,0
3529,2
3530,2
3531,2
3532,2
3533,1
3534,0
3535,2
3536,1
3537,1
3538,1
3539,2
3540,1
3541,1
3542,1
3543,1
3544,1
3545,0
3546,2
3547,0
3548,1
3549,1
3550,1
3551,2
3552,1
3553,2
3554,1
3555,1
3556,0
3557,2
3558,2
3559,1
3560,2
3561,1
3562,1
3563,1
3564,1
3565,1
3566,2
3567,2
3568,1
3569,2
3570,1
3571,1
3572,1
3573,2
3574,1
3575,1
3576,1
3577,1
3578,1
3579,2
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,0
3587,0
3588,1
3589,1
3590,0
3591,1
3592,2
3593,1
3594,1
3595,1
3596,2
3597,1
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,2
3610,1
3611,1
3612,2
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,0
3620,2
3621,1
3622,2
3623,1
3624,0
3625,2
3626,1
3627,1
3628,1
3629,1
3630,2
3631,2
3632,2
3633,2
3634,2
3635,2
3636,2
3637,2
3638,1
3639,2
3640,1
3641,2
3642,0
3643,0
3644,2
3645,0
3646,1
3647,1
3648,1
3649,2
3650,2
3651,1
3652,2
3653,2
3654,2
3655,2
3656,2
3657,1
3658,2
3659,2
3660,2
3661,2
3662,0
3663,2
3664,1
3665,0
3666,1
3667,1
3668,0
3669,2
3670,2
3671,2
3672,2
3673,2
3674,0
3675,0
3676,1
3677,2
3678,2
3679,2
3680,2
3681,1
3682,2
3683,2
3684,1
3685,2
3686,1
3687,2
3688,2
3689,0
3690,2
3691,2
3692,1
3693,1
3694,2
3695,2
3696,2
3697,2
3698,1
3699,2
3700,1
3701,1
3702,2
3703,2
3704,2
3705,0
3706,2
3707,2
3708,1
3709,1
3710,2
3711,2
3712,2
3713,0
3714,1
3715,1
3716,2
3717,2
3718,0
3719,0
3720,2
3721,1
3722,0
3723,2
3724,2
3725,2
3726,2
3727,1
3728,0
3729,1
3730,1
3731,1
3732,2
3733,2
3734,2
3735,0
3736,2
3737,2
3738,0
3739,2
3740,2
3741,0
3742,0
3743,1
3744,2
3745,2
3746,2
3747,1
3748,2
3749,2
3750,2
3751,2
3752,2
3753,2
3754,1
3755,1
3756,2
3757,2
3758,0
3759,1
3760,2
3761,0
3762,1
3763,1
3764,2
3765,1
3766,1
3767,0
3768,2
3769,2
3770,0
3771,2
3772,2
3773,0
3774,2
3775,2
3776,2
3777,2
3778,2
3779,2
3780,2
3781,2
3782,2
3783,2
3784,2
3785,2
3786,2
3787,2
3788,2
3789,1
3790,2
3791,1
3792,2
3793,1
3794,2
3795,1
3796,2
3797,2
3798,2
3799,2
3800,2
3801,1
3802,2
3803,2
3804,0
3805,1
3806,2
3807,0
3808,2
3809,1
3810,1
3811,2
3812,1
3813,1
3814,0
3815,2
3816,1
3817,1
3818,1
3819,2
3820,2
3821,2
3822,2
3823,0
3824,2
3825,2
3826,0
3827,2
3828,2
3829,2
3830,2
3831,2
3832,0
3833,2
3834,1
3835,2
3836,0
3837,0
3838,1
3839,0
3840,1
3841,2
3842,0
3843,2
3844,2
3845,0
3846,0
3847,0
3848,2
3849,2
3850,1
3851,2
3852,2
3853,2
3854,0
3855,2
3856,1
3857,2
3858,0
3859,2
3860,2
3861,2
3862,2
3863,2
3864,2
3865,2
3866,2
3867,1
3868,1
3869,0
3870,2
3871,2
3872,2
3873,2
3874,2
3875,2
3876,0
3877,2
3878,0
3879,2
3880,2
3881,0
3882,0
3883,0
3884,2
3885,0
3886,0
3887,2
3888,2
3889,1
3890,2
3891,2
3892,2
3893,2
3894,2
3895,0
3896,1
3897,2
3898,2
3899,2
3900,0
3901,2
3902,1
3903,0
3904,2
3905,2
3906,1
3907,2
3908,0
3909,2
3910,2
3911,2
3912,2
3913,2
3914,0
3915,2
3916,2
3917,1
3918,1
3919,2
3920,1
3921,0
3922,2
3923,1
3924,0
3925,2
3926,0
3927,0
3928,2
3929,0
3930,2
3931,0
3932,2
3933,1
3934,2
3935,2
3936,2
3937,2
3938,2
3939,1
3940,0
3941,2
3942,2
3943,0
3944,1
3945,0
3946,2
3947,2
3948,2
3949,2
3950,1
3951,0
3952,0
3953,2
3954,0
3955,2
3956,2
3957,2
3958,1
3959,0
3960,2
3961,1
3962,1
3963,1
3964,2
3965,0
3966,2
3967,0
3968,2
3969,2
3970,2
3971,0
3972,2
3973,2
3974,2
3975,2
3976,2
3977,1
3978,1
3979,2
3980,1
3981,0
3982,0
3983,1
3984,2
3985,2
3986,2
3987,1
3988,1
3989,1
3990,2
3991,0
3992,2
3993,2
3994,0
3995,0
3996,2
3997,0
3998,2
3999,2
4000,2
4001,2
4002,0
4003,2
4004,2
4005,1
4006,0
4007,0
4008,2
4009,2
4010,0
4011,2
4012,2
4013,1
4014,2
4015,1
4016,1
4017,0
4018,2
4019,1
4020,1
4021,0
4022,2
4023,1
4024,0
4025,2
4026,1
4027,2
4028,2
4029,2
4030,2
4031,2
4032,0
4033,1
4034,2
4035,2
4036,2
4037,2
4038,2
4039,2
4040,2
4041,0
4042,2
4043,1
4044,0
4045,2
4046,2
4047,2
4048,2
4049,0
4050,2
4051,0
4052,1
4053,1
4054,1
4055,1
4056,0
4057,2
4058,0
4059,2
4060,2
4061,2
4062,2
4063,2
4064,0
4065,1
4066,1
4067,1
4068,1
4069,2
4070,2
4071,2
4072,2
4073,2
4074,2
4075,0
4076,0
4077,0
4078,1
4079,2
4080,1
4081,1
4082,2
4083,2
4084,0
4085,2
4086,1
4087,2
4088,0
4089,0
4090,2
4091,0
4092,2
4093,1
4094,0
4095,0
4096,2
4097,0
4098,2
4099,0
4100,2
4101,2
4102,1
4103,1
4104,1
4105,2
4106,2
4107,2
4108,0
4109,2
4110,1
4111,1
4112,2
4113,0
4114,0
4115,2
4116,0
4117,2
4118,2
4119,2
4120,0
4121,0
4122,1
4123,1
4124,0
4125,2
4126,2
4127,1
4128,2
4129,2
4130,2
4131,2
4132,0
4133,2
4134,2
4135,2
4136,0
4137,0
4138,1
4139,2
4140,0
4141,1
4142,2
4143,2
4144,1
4145,2
4146,2
4147,0
4148,1
4149,2
4150,1
4151,1
4152,1
4153,0
4154,2
4155,1
4156,2
4157,1
4158,2
4159,2
4160,2
4161,0
4162,0
4163,2
4164,0
4165,2
4166,2
4167,1
4168,2
4169,1
4170,2
4171,1
4172,1
4173,2
4174,2
4175,2
4176,0
4177,0
4178,1
4179,2
4180,2
4181,2
4182,2
4183,2
4184,2
4185,0
4186,2
4187,2
4188,2
4189,2
4190,0
4191,2
4192,0
4193,0
4194,2
4195,0
4196,1
4197,0
4198,2
4199,2
4200,2
4201,1
4202,2
4203,1
4204,2
4205,1
4206,1
4207,0
4208,2
4209,2
4210,2
4211,0
4212,1
4213,2
4214,2
4215,1
4216,0
4217,2
4218,0
4219,0
4220,2
4221,0
4222,0
4223,0
4224,2
4225,2
4226,0
4227,0
4228,0
4229,0
4230,2
4231,2
4232,2
4233,2
4234,2
4235,1
4236,2
4237,0
4238,2
4239,2
4240,1
4241,2
4242,2
4243,0
4244,0
4245,2
4246,2
4247,0
4248,0
4249,2
4250,2
4251,0
4252,1
4253,2
4254,2
4255,0
4256,0
4257,0
4258,1
4259,0
4260,0
4261,2
4262,2
4263,1
4264,2
4265,0
4266,0
4267,2
4268,2
4269,2
4270,2
4271,0
4272,0
4273,0
4274,1
4275,0
4276,0
4277,0
4278,1
4279,0
4280,2
4281,2
4282,2
4283,0
4284,1
4285,2
4286,1
4287,2
4288,2
4289,1
4290,2
4291,0
4292,2
4293,2
4294,1
4295,2
4296,1
4297,2
4298,2
4299,0
4300,0
4301,2
4302,2
4303,2
4304,2
4305,0
4306,0
4307,0
4308,2
4309,2
4310,0
4311,2
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,1
4319,0
4320,1
4321,2
4322,0
4323,2
4324,0
4325,2
4326,2
4327,0
4328,2
4329,0
4330,2
4331,0
4332,2
4333,0
4334,2
4335,2
4336,2
4337,2
4338,0
4339,1
4340,2
4341,2
4342,1
4343,0
4344,0
4345,0
4346,0
4347,2
4348,2
4349,0
4350,2
4351,0
4352,0
4353,2
4354,2
4355,2
4356,0
4357,2
4358,2
4359,1
4360,2
4361,2
4362,2
4363,0
4364,1
4365,0
4366,0
4367,0
4368,2
4369,2
4370,0
4371,2
4372,1
4373,2
4374,1
4375,2
4376,2
4377,1
4378,0
4379,0
4380,2
4381,0
4382,0
4383,0
4384,2
4385,2
4386,0
4387,2
4388,0
4389,2
4390,2
4391,0
4392,2
4393,2
4394,0
4395,0
4396,2
4397,2
4398,2
4399,2
4400,2
4401,0
4402,0
4403,0
4404,1
4405,2
4406,2
4407,0
4408,2
4409,2
4410,2
4411,0
4412,2
4413,0
4414,0
4415,0
4416,2
4417,2
4418,0
4419,0
4420,2
4421,2
4422,0
4423,2
4424,0
4425,2
4426,2
4427,0
4428,2
4429,0
4430,2
4431,2
4432,0
4433,2
4434,0
4435,0
4436,2
4437,2
4438,0
4439,2
4440,0
4441,0
4442,0
4443,0
4444,2
4445,2
4446,0
4447,2
4448,2
4449,2
4450,2
4451,2
4452,0
4453,2
4454,2
4455,0
4456,2
4457,2
4458,0
4459,2
4460,2
4461,2
4462,0
4463,2
4464,2
4465,2
4466,2
4467,2
4468,2
4469,2
4470,0
4471,2
4472,2
4473,2
4474,2
4475,2
4476,2
4477,2
4478,0
4479,2
4480,2
4481,2
4482,2
4483,2
4484,2
4485,2
4486,1
4487,1
4488,2
4489,2
4490,2
4491,0
4492,2
4493,2
4494,2
4495,2
4496,1
4497,2
4498,0
4499,2
4500,2
4501,0
4502,0
4503,2
4504,2
4505,2
4506,2
4507,0
4508,1
4509,1
4510,1
4511,2
4512,0
4513,0
4514,2
4515,2
4516,0
4517,0
4518,2
4519,0
4520,0
4521,2
4522,2
4523,1
4524,2
4525,1
4526,2
4527,1
4528,0
4529,0
4530,0
4531,1
4532,0
4533,2
4534,2
4535,2
4536,2
4537,0
4538,0
4539,0
4540,2
4541,2
4542,2
4543,2
4544,0
4545,2
4546,2
4547,0
4548,0
4549,2
4550,1
4551,0
4552,2
4553,2
4554,0
4555,0
4556,0
4557,1
4558,2
4559,2
4560,2
4561,0
4562,0
4563,0
4564,0
4565,2
4566,2
4567,1
4568,1
4569,0
4570,1
4571,0
4572,2
4573,1
4574,0
4575,0
4576,0
4577,0
4578,2
4579,0
4580,2
4581,0
4582,2
4583,2
4584,2
4585,2
4586,1
4587,1
4588,1
4589,1
4590,0
4591,0
4592,1
4593,0
4594,1
4595,2
4596,0
4597,2
4598,0
4599,0
4600,0
4601,2
4602,2
4603,2
4604,0
4605,0
4606,1
4607,0
4608,1
4609,2
4610,2
4611,0
4612,0
4613,2
4614,1
4615,2
4616,1
4617,2
4618,0
4619,0
4620,2
4621,2
4622,0
4623,0
4624,2
4625,0
4626,0
4627,2
4628,2
4629,2
4630,2
4631,2
4632,1
4633,2
4634,1
4635,2
4636,1
4637,2
4638,2
4639,2
4640,2
4641,2
4642,2
4643,2
4644,2
4645,0
4646,2
4647,2
4648,0
4649,1
4650,2
4651,0
4652,0
4653,2
4654,2
4655,1
4656,0
4657,0
4658,2
4659,1
4660,1
4661,0
4662,2
4663,2
4664,0
4665,0
4666,0
4667,2
4668,0
4669,2
4670,2
4671,2
4672,2
4673,2
4674,1
4675,2
4676,1
4677,0
4678,2
4679,2
4680,0
4681,2
4682,0
4683,0
4684,2
4685,2
4686,0
4687,2
4688,2
4689,2
4690,2
4691,2
4692,1
4693,2
4694,0
4695,0
4696,1
4697,2
4698,0
4699,0
4700,1
4701,2
4702,2
4703,2
4704,0
4705,2
4706,2
4707,0
4708,0
4709,0
4710,2
4711,2
4712,2
4713,0
4714,1
4715,1
4716,0
4717,2
4718,0
4719,2
4720,2
4721,2
4722,1
4723,2
4724,0
4725,2
4726,1
4727,0
4728,2
4729,2
4730,2
4731,2
4732,0
4733,0
4734,2
4735,2
4736,1
4737,0
4738,1
4739,2
4740,2
4741,0
4742,2
4743,0
4744,2
4745,2
4746,2
4747,0
4748,2
4749,0
4750,0
4751,2
4752,2
4753,2
4754,0
4755,2
4756,2
4757,2
4758,0
4759,2
4760,1
4761,0
4762,2
4763,1
4764,2
4765,2
4766,1
4767,0
4768,2
4769,2
4770,0
4771,2
4772,0
4773,2
4774,2
4775,0
4776,2
4777,2
4778,2
4779,0
4780,2
4781,2
4782,2
4783,0
4784,1
4785,2
4786,1
4787,2
4788,1
4789,1
4790,2
4791,0
4792,0
4793,2
4794,0
4795,2
4796,2
4797,1
4798,0
4799,0
4800,0
4801,2
4802,2
4803,1
4804,1
4805,1
4806,1
4807,2
4808,2
4809,0
4810,2
4811,2
4812,0
4813,2
4814,0
4815,0
4816,2
4817,2
4818,0
4819,0
4820,0
4821,2
4822,0
4823,2
4824,1
4825,1
4826,1
4827,2
4828,2
4829,0
4830,0
4831,0
4832,2
4833,2
4834,2
4835,0
4836,2
4837,0
4838,2
4839,2
4840,0
4841,2
4842,2
4843,0
4844,2
4845,2
4846,2
4847,2
4848,2
4849,2
4850,0
4851,2
4852,2
4853,0
4854,2
4855,0
4856,2
4857,2
4858,2
4859,0
4860,0
4861,0
4862,2
4863,2
4864,1
4865,2
4866,2
4867,2
4868,2
4869,2
4870,2
4871,2
4872,1
4873,2
4874,2
4875,0
4876,1
4877,2
4878,0
4879,0
4880,2
4881,0
4882,2
4883,1
4884,0
4885,1
4886,0
4887,2
4888,2
4889,2
4890,0
4891,2
4892,2
4893,2
4894,2
4895,2
4896,2
4897,2
4898,2
4899,2
4900,0
4901,1
4902,0
4903,0
4904,1
4905,2
4906,1
4907,2
4908,2
4909,1
4910,1
4911,2
4912,2
4913,2
4914,2
4915,2
4916,2
4917,2
4918,2
4919,2
4920,2
4921,2
4922,2
4923,1
4924,2
4925,0
4926,2
4927,1
4928,0
4929,1
4930,2
4931,0
4932,1
4933,2
4934,0
4935,0
4936,0
4937,1
4938,2
4939,2
4940,1
4941,2
4942,2
4943,2
4944,2
4945,2
4946,0
4947,2
4948,2
4949,2
4950,2
4951,2
4952,1
4953,2
4954,2
4955,1
4956,0
4957,0
4958,2
4959,0
4960,2
4961,2
4962,2
4963,0
4964,2
4965,2
4966,2
4967,2
4968,2
4969,2
4970,2
4971,2
4972,2
4973,2
4974,0
4975,2
4976,2
4977,2
4978,1
4979,1
4980,2
4981,2
4982,0
4983,2
4984,2
4985,2
4986,0
4987,1
4988,2
4989,2
4990,0
4991,1
4992,2
4993,2
4994,2
4995,2
4996,2
4997,2
4998,2
4999,2
5000,1
5001,2
5002,2
5003,0
5004,2
5005,2
5006,0
5007,2
5008,1
5009,1
5010,0
5011,2
5012,0
5013,2
5014,2
5015,2
5016,2
5017,2
5018,2
5019,2
5020,2
5021,2
5022,2
5023,2
5024,1
5025,1
5026,1
5027,0
5028,0
5029,2
5030,0
5031,0
5032,0
5033,2
5034,1
5035,2
5036,2
5037,2
5038,2
5039,2
5040,2
5041,2
5042,2
5043,2
5044,2
5045,2
5046,2
5047,2
5048,2
5049,2
5050,0
5051,1
5052,1
5053,2
5054,0
5055,2
5056,2
5057,1
5058,0
5059,2
5060,1
5061,0
5062,2
5063,2
5064,2
5065,2
5066,2
5067,2
5068,2
5069,2
5070,2
5071,2
5072,2
5073,2
5074,2
5075,2
5076,0
5077,2
5078,1
5079,2
5080,1
5081,1
5082,2
5083,0
5084,0
5085,0
5086,1
5087,1
5088,2
5089,0
5090,2
5091,2
5092,2
5093,2
5094,2
5095,1
5096,2
5097,1
5098,1
5099,1
5100,2
5101,1
5102,1
5103,0
5104,2
5105,2
5106,2
5107,2
5108,2
5109,0
5110,2
5111,2
5112,2
5113,2
5114,2
5115,2
5116,1
5117,2
5118,0
5119,2
5120,2
5121,0
5122,0
5123,0
5124,1
5125,0
5126,1
5127,0
5128,2
5129,0
5130,0
5131,0
5132,1
5133,0
5134,1
5135,2
5136,2
5137,2
5138,2
5139,2
5140,2
5141,2
5142,2
5143,0
5144,0
5145,2
5146,0
5147,2
5148,1
5149,2
5150,1
5151,0
5152,1
5153,1
5154,2
5155,0
5156,2
5157,2
5158,2
5159,2
5160,2
5161,2
5162,2
5163,2
5164,2
5165,1
5166,2
5167,1
5168,1
5169,1
5170,0
5171,1
5172,1
5173,2
5174,0
5175,0
5176,0
5177,0
5178,1
5179,2
5180,2
5181,2
5182,0
5183,1
5184,0
5185,2
5186,2
5187,2
5188,2
5189,2
5190,2
5191,1
5192,2
5193,2
5194,2
5195,1
5196,0
5197,1
5198,2
5199,1
5200,0
5201,1
5202,0
5203,0
5204,1
5205,0
5206,2
5207,1
5208,2
5209,2
5210,2
5211,2
5212,2
5213,0
5214,1
5215,2
5216,1
5217,0
5218,0
5219,0
5220,1
5221,2
5222,2
5223,1
5224,0
5225,2
5226,1
5227,2
5228,2
5229,2
5230,1
5231,2
5232,1
5233,0
5234,2
5235,2
5236,2
5237,2
5238,2
5239,2
5240,0
5241,2
5242,1
5243,2
5244,2
5245,1
5246,1
5247,0
5248,0
5249,2
5250,1
5251,0
5252,2
5253,2
5254,2
5255,2
5256,2
5257,2
5258,1
5259,1
5260,2
5261,2
5262,2
5263,2
5264,2
5265,1
5266,2
5267,2
5268,2
5269,1
5270,2
5271,2
5272,2
5273,2
5274,2
5275,2
5276,2
5277,0
5278,2
5279,1
5280,2
5281,2
5282,2
5283,1
5284,2
5285,2
5286,2
5287,2
5288,2
5289,2
5290,2
5291,2
5292,2
5293,2
5294,0
5295,2
5296,2
5297,1
5298,2
5299,2
5300,2
5301,2
5302,2
5303,0
5304,2
5305,2
5306,2
5307,2
5308,2
5309,2
5310,1
5311,1
5312,2
5313,1
5314,1
5315,0
5316,2
5317,2
5318,2
5319,2
5320,2
5321,2
5322,2
5323,2
5324,2
5325,1
5326,1
5327,1
5328,0
5329,2
5330,1
5331,2
5332,0
5333,1
5334,2
5335,1
5336,2
5337,2
5338,1
5339,2
5340,2
5341,2
5342,2
5343,0
5344,2
5345,2
5346,2
5347,2
5348,2
5349,2
5350,2
5351,0
5352,0
5353,2
5354,2
5355,1
5356,2
5357,1
5358,2
5359,2
5360,2
5361,0
5362,2
5363,1
5364,1
5365,2
5366,2
5367,2
5368,2
5369,2
5370,2
5371,2
5372,2
5373,2
5374,0
5375,1
5376,1
5377,1
5378,2
5379,2
5380,2
5381,0
5382,2
5383,2
5384,2
5385,2
5386,2
5387,0
5388,2
5389,2
5390,2
5391,0
5392,2
5393,2
5394,2
5395,2
5396,1
5397,2
5398,2
5399,2
5400,2
5401,2
5402,2
5403,2
5404,2
5405,1
5406,2
5407,2
5408,2
5409,2
5410,1
5411,2
5412,2
5413,2
5414,2
5415,0
5416,2
5417,2
5418,2
5419,2
5420,2
5421,0
5422,2
5423,2
5424,2
5425,1
5426,1
5427,2
5428,2
5429,2
5430,2
5431,2
5432,2
5433,2
5434,2
5435,2
5436,2
5437,2
5438,2
5439,2
5440,2
5441,2
5442,2
5443,2
5444,2
5445,2
5446,1
5447,2
5448,2
5449,2
5450,2
5451,1
5452,1
5453,2
5454,0
5455,2
5456,2
5457,2
5458,2
5459,0
5460,2
5461,2
5462,2
5463,0
5464,2
5465,2
5466,0
5467,1
5468,1
5469,0
5470,1
5471,2
5472,2
5473,2
5474,2
5475,2
5476,2
5477,2
5478,2
5479,2
5480,2
5481,2
5482,2
5483,2
5484,2
5485,2
5486,2
5487,1
5488,2
5489,2
5490,2
5491,2
5492,1
5493,2
5494,2
5495,2
5496,2
5497,2
5498,2
5499,2
5500,1
5501,1
5502,2
5503,2
5504,2
5505,2
5506,2
5507,1
5508,1
5509,2
5510,2
5511,2
5512,2
5513,2
5514,2
5515,2
5516,2
5517,1
5518,2
5519,2
5520,2
5521,2
5522,2
5523,2
5524,2
5525,2
5526,2
5527,0
5528,2
5529,2
5530,2
5531,2
5532,2
5533,2
5534,0
5535,2
5536,2
5537,2
5538,2
5539,1
5540,2
5541,1
5542,2
5543,2
5544,2
5545,0
5546,1
5547,2
5548,2
5549,0
5550,1
5551,0
5552,2
5553,2
5554,2
5555,2
5556,2
5557,1
5558,2
5559,2
5560,2
5561,0
5562,2
5563,2
5564,2
5565,2
5566,2
5567,2
5568,2
5569,2
5570,2
5571,1
5572,2
5573,2
5574,2
5575,2
5576,2
5577,2
5578,2
5579,2
5580,2
5581,0
5582,0
5583,1
5584,2
5585,2
5586,2
5587,2
5588,2
5589,2
5590,2
5591,1
5592,2
5593,2
5594,2
5595,2
5596,0
5597,2
5598,2
5599,2
5600,2
5601,2
5602,2
5603,2
5604,2
5605,0
5606,2
5607,2
5608,2
5609,0
5610,1
5611,2
5612,2
5613,1
5614,2
5615,2
5616,2
5617,2
5618,2
5619,2
5620,2
5621,0
5622,2
5623,2
5624,1
5625,2
5626,2
5627,2
5628,2
5629,2
5630,2
5631,2
5632,2
5633,2
5634,2
5635,2
5636,2
5637,2
5638,1
5639,2
5640,2
5641,2
5642,0
5643,2
5644,2
5645,0
5646,1
5647,2
5648,1
5649,2
5650,0
5651,2
5652,2
5653,2
5654,2
5655,2
5656,2
5657,2
5658,2
5659,2
5660,0
5661,2
5662,2
5663,2
5664,2
5665,2
5666,2
5667,2
5668,2
5669,2
5670,2
5671,2
5672,2
5673,2
5674,2
5675,0
5676,0
5677,2
5678,2
5679,2
5680,2
5681,2
5682,2
5683,2
5684,0
5685,2
5686,2
5687,1
5688,2
5689,2
5690,2
5691,2
5692,2
5693,2
5694,2
5695,2
5696,1
5697,2
5698,2
5699,2
5700,0
5701,2
5702,2
5703,2
5704,2
5705,2
5706,2
5707,2
5708,2
5709,2
5710,2
5711,1
5712,2
5713,2
5714,2
5715,1
5716,2
5717,2
5718,2
5719,2
5720,2
5721,1
5722,2
5723,2
5724,2
5725,2
5726,2
5727,2
5728,2
5729,2
5730,2
5731,1
5732,1
5733,1
5734,2
5735,2
5736,2
5737,1
5738,2
5739,2
5740,2
5741,2
5742,2
5743,2
5744,2
5745,2
5746,2
5747,0
5748,2
5749,2
5750,1
5751,2
5752,2
5753,2
5754,0
5755,1
5756,0
5757,1
5758,2
5759,2
5760,2
5761,2
5762,1
5763,2
5764,2
5765,0
5766,2
5767,2
5768,2
5769,2
5770,2
5771,2
5772,2
5773,0
5774,2
5775,2
5776,2
5777,0
5778,2
5779,2
5780,2
5781,1
5782,1
5783,2
5784,2
5785,2
5786,2
5787,2
5788,2
5789,2
5790,2
5791,2
5792,2
5793,2
5794,2
5795,2
5796,2
